light,uv,temp,humidity
263,1,26.00,32.00
285,1,26.00,32.00
289,1,26.00,32.00
288,1,26.00,32.00
285,1,26.00,32.00
288,1,26.00,32.00
288,1,26.00,32.00
289,1,26.00,32.00
287,1,26.00,32.00
288,1,26.00,32.00
272,1,26.00,32.00
270,1,26.00,32.00
270,1,26.00,32.00
271,1,26.00,32.00
271,1,26.00,32.00
274,1,26.00,32.00
294,1,26.00,32.00
293,1,26.00,32.00
291,1,26.00,32.00
289,1,26.00,32.00
288,1,26.00,32.00
273,1,26.00,32.00
